image,centroids
13_thumbnail25.bmp,"[(377.3, 402.7), (542.4, 419.4), (1405.0, 389.0), (1230.0, 432.0), (1514.1, 432.3), (790.2, 426.3), (1445.5, 432.7), (256.2, 465.3), (1901.8, 434.8), (1874.2, 456.3), (1047.6, 457.1), (1073.2, 457.6), (734.3, 465.1), (1394.2, 465.5), (692.9, 451.1), (991.4, 464.3), (889.6, 471.1), (1493.5, 456.0), (1462.4, 472.5), (1710.9, 472.3), (1506.4, 466.1), (1854.1, 473.9), (1760.3, 486.4), (1193.0, 480.5), (913.7, 503.8), (1179.2, 488.8), (958.2, 507.5), (444.6, 500.5), (1059.3, 570.1), (315.8, 506.0), (1154.5, 505.0), (1141.6, 508.1), (1111.5, 509.0), (1126.0, 516.0), (1721.6, 602.2), (1553.1, 603.4), (1446.5, 584.6), (798.2, 584.4), (424.7, 610.6), (909.1, 619.7), (572.4, 612.2), (541.0, 600.6), (735.0, 623.1), (271.6, 623.9), (273.4, 611.2), (615.6, 613.5), (1391.9, 629.2), (1883.2, 631.9), (1216.3, 638.2), (959.5, 637.0), (945.6, 638.4), (692.5, 644.5), (973.4, 644.8), (1691.0, 653.0), (1877.4, 655.4), (1566.0, 654.0), (1250.5, 672.2), (513.2, 680.1), (1564.7, 748.7), (1195.0, 707.5), (1841.0, 734.9), (1429.7, 739.2), (776.6, 727.1), (439.6, 743.0), (530.8, 742.5), (1233.0, 779.0), (666.0, 763.0), (1081.8, 775.4), (1679.2, 751.3), (543.7, 787.0), (252.9, 790.1), (1871.6, 789.5), (724.4, 792.7), (418.3, 787.4), (884.4, 805.2), (1395.7, 790.7), (1685.2, 807.4), (511.4, 800.6), (828.0, 806.0), (1710.9, 807.5), (527.4, 825.7), (300.8, 840.1), (1250.1, 840.6), (495.9, 840.7), (899.6, 844.5), (1525.3, 898.7), (643.2, 890.4), (228.9, 914.9), (392.4, 912.7), (1823.8, 911.5), (1281.6, 918.2), (1398.3, 967.7), (315.0, 922.2), (1230.1, 935.9), (545.5, 956.7), (1076.8, 968.4), (462.8, 940.2), (278.1, 931.9), (107.0, 936.0), (1205.1, 954.0), (1711.8, 996.0), (719.6, 999.1), (959.3, 986.9), (1651.6, 973.1), (1223.6, 976.9), (1855.8, 974.2), (910.6, 1081.5), (1492.1, 1085.8)]"
13_thumbnail26.bmp,"[(1669.9, 60.9), (1396.5, 168.5), (1760.7, 139.5), (1820.0, 110.0), (387.0, 119.3), (1068.7, 155.5), (1817.0, 129.0), (783.1, 138.0), (1881.4, 146.4), (1588.0, 126.0), (416.2, 147.7), (216.8, 163.4), (869.7, 157.9), (635.7, 154.1), (1302.5, 157.5), (548.8, 191.9), (1215.7, 194.8), (1545.2, 163.5), (745.9, 245.4), (901.9, 165.1), (1181.0, 169.0), (444.0, 187.6), (257.1, 206.6), (1579.2, 188.6), (1490.6, 213.7), (315.5, 192.0), (935.2, 213.4), (588.4, 205.2), (1621.0, 208.0), (1038.0, 234.5), (513.6, 241.7), (1030.0, 254.9), (1384.0, 320.4), (1959.2, 282.3), (1184.9, 313.7), (1891.2, 308.8), (1922.0, 292.0), (1361.6, 308.1), (1670.6, 328.0), (1569.7, 350.8), (421.2, 358.7), (900.3, 368.6), (1212.9, 317.8), (1341.0, 313.5), (524.1, 355.2), (242.5, 352.0), (1786.2, 332.0), (999.4, 377.3), (1853.5, 344.0), (1522.8, 366.2), (1709.0, 358.5), (564.1, 363.9), (1190.6, 382.7), (1632.5, 378.0), (1227.0, 442.4), (354.5, 444.6), (397.5, 397.0), (778.8, 416.6), (1080.4, 437.3), (521.0, 455.3), (910.5, 525.1), (681.2, 478.6), (1721.6, 489.9), (1849.9, 470.7), (1895.9, 500.5), (1045.6, 490.0), (1366.1, 536.8), (1576.1, 493.5), (210.6, 495.3), (1431.6, 477.8), (553.2, 551.2), (1640.2, 505.7), (974.6, 511.5), (994.4, 513.4), (1215.0, 517.0), (194.2, 530.5), (405.1, 556.1), (732.5, 592.4), (1618.2, 629.5), (207.3, 634.8), (885.3, 643.8), (388.3, 610.2), (342.1, 642.8), (1317.6, 641.0), (106.0, 624.0), (1915.6, 670.8), (1218.0, 691.9), (1052.4, 653.0), (543.7, 680.4), (1005.2, 664.1), (669.0, 700.3), (1661.1, 674.4), (982.7, 694.1), (1492.5, 772.2)]"
13_thumbnail27.bmp,"[(1675.1, 60.6), (205.7, 129.1), (1396.0, 167.4), (1766.1, 139.6), (1820.7, 109.4), (709.7, 150.0), (1074.8, 144.6), (1833.0, 121.0), (1881.3, 146.8), (863.0, 130.0), (1302.3, 157.8), (404.8, 175.3), (544.6, 200.2), (870.2, 160.0), (1214.2, 195.3), (1549.0, 168.6), (205.0, 161.0), (901.9, 164.1), (167.6, 170.8), (191.4, 167.4), (1011.5, 177.0), (444.7, 187.9), (1041.9, 200.9), (1491.3, 214.1), (316.4, 192.4), (935.2, 213.3), (589.0, 202.8), (1622.0, 210.0), (1048.5, 231.0), (1031.0, 250.2), (645.4, 270.0), (426.2, 286.9), (495.9, 263.1), (1400.5, 292.2), (258.9, 299.4), (1957.7, 278.5), (531.8, 287.6), (1184.2, 313.1), (1889.6, 308.7), (1981.5, 292.5), (464.7, 303.9), (1362.0, 308.0), (1667.6, 328.1), (551.3, 317.3), (712.1, 403.0), (1569.2, 351.2), (1341.0, 312.0), (900.5, 368.2), (1213.2, 317.5), (298.8, 325.5), (1362.3, 353.7), (1786.4, 331.9), (999.0, 377.5), (1853.0, 344.0), (1523.2, 368.2), (512.6, 366.6), (1188.5, 384.9), (1632.9, 380.3), (1226.1, 440.2), (223.5, 451.0), (415.3, 445.6), (779.3, 416.6), (1079.8, 436.3), (910.9, 524.0), (1722.1, 490.8), (1851.7, 470.4), (1896.5, 499.9), (564.1, 488.1), (1045.6, 490.2), (1365.2, 537.4), (1600.4, 498.4), (1432.7, 477.6), (645.4, 490.7), (596.8, 488.8), (614.5, 490.5), (521.4, 513.1), (202.0, 502.5), (974.5, 510.7), (988.0, 510.0), (998.4, 517.4), (259.7, 592.1), (396.4, 608.1), (1617.7, 629.8), (753.5, 648.6), (886.0, 645.6), (213.8, 614.4), (1317.9, 640.9), (1915.9, 671.5), (1218.4, 692.6), (1053.0, 654.1), (602.4, 644.8), (569.0, 678.6), (487.1, 657.9), (1006.1, 663.4), (227.8, 670.9), (1659.6, 674.2), (981.0, 693.0), (1494.0, 773.0)]"
13_thumbnail28.bmp,"[(1289.9, 148.1), (1698.3, 99.5), (1497.2, 93.7), (729.2, 121.2), (240.4, 121.4), (1002.1, 133.6), (1854.8, 216.8), (1029.4, 144.0), (1530.3, 150.7), (889.8, 157.5), (362.8, 161.9), (537.1, 178.3), (1069.6, 150.4), (1619.5, 180.5), (937.0, 190.1), (1059.1, 171.6), (1102.9, 172.6), (1141.9, 184.3), (484.3, 187.4), (444.4, 187.5), (878.8, 182.3), (1081.4, 195.6), (865.2, 190.7), (315.5, 192.0), (1127.0, 194.0), (392.5, 197.5), (506.2, 202.8), (1703.8, 268.8), (774.1, 248.8), (1494.6, 229.1), (373.2, 274.7), (541.7, 249.0), (1227.8, 295.9), (726.8, 298.1), (1201.8, 283.5), (1590.0, 321.3), (934.5, 313.8), (1377.2, 325.9), (1197.7, 315.3), (527.6, 360.2), (243.5, 347.9), (1060.7, 334.0), (1184.0, 321.0), (1694.7, 367.2), (574.7, 463.3), (1099.6, 396.3), (1605.0, 369.0), (1185.4, 390.8), (348.8, 449.5), (1050.9, 469.4), (218.8, 414.8), (779.1, 416.6), (1550.1, 457.8), (1891.3, 458.6), (771.9, 469.2), (232.7, 474.1), (1384.5, 543.2), (264.0, 458.0), (1721.9, 561.2), (843.9, 513.7), (1318.5, 481.5), (1245.4, 502.5), (1587.8, 502.6), (1305.9, 508.2), (1679.6, 505.6), (919.5, 520.4), (1684.4, 525.6), (367.5, 536.0), (708.2, 625.5), (431.0, 628.0), (1574.4, 609.4), (545.6, 594.3), (1046.3, 627.0), (1821.1, 636.3), (1682.8, 612.8), (1255.8, 638.6), (281.9, 664.9), (572.5, 635.7), (105.0, 624.0), (895.0, 652.6), (204.8, 641.5), (1054.0, 754.5), (911.5, 766.0), (1492.1, 772.3)]"
13_thumbnail29.bmp,"[(407.0, 122.9), (1553.6, 122.4), (757.4, 154.0), (1357.8, 143.0), (232.8, 137.4), (1499.6, 132.4), (1726.0, 157.1), (556.5, 151.6), (1907.4, 165.2), (1964.9, 152.8), (889.9, 192.1), (1015.4, 170.3), (1229.7, 204.9), (1309.8, 180.4), (1783.1, 182.0), (218.7, 214.8), (443.9, 188.1), (316.5, 194.0), (1030.8, 219.9), (1887.0, 228.6), (666.3, 280.7), (1218.2, 303.2), (1403.9, 301.4), (1506.5, 273.0), (580.4, 305.0), (810.7, 294.1), (1521.2, 279.6), (786.1, 293.5), (1051.8, 309.4), (382.7, 386.1), (1889.7, 322.4), (1550.4, 337.2), (864.9, 319.0), (1717.6, 327.2), (710.4, 327.4), (232.8, 356.2), (1853.5, 361.5), (513.8, 362.3), (1188.0, 396.5), (1887.9, 460.6), (779.7, 417.1), (992.3, 433.6), (704.5, 459.6), (1669.3, 465.0), (1045.4, 456.5), (522.5, 474.6), (906.9, 504.5), (1940.6, 470.2), (221.7, 491.1), (1387.9, 492.5), (1215.9, 500.4), (1528.3, 520.4), (1621.4, 491.7), (1658.7, 490.4), (1842.2, 603.4), (1222.3, 631.1), (527.7, 647.8), (1338.4, 610.2), (1553.2, 636.1), (874.9, 676.4), (449.5, 632.2), (217.0, 662.5), (678.0, 645.5), (1703.3, 642.4), (1002.0, 642.8), (1391.8, 646.7), (1046.8, 652.0), (1643.4, 662.5), (399.6, 662.9), (1492.4, 668.9), (453.0, 685.8), (910.0, 771.0), (1492.9, 772.9)]"
13_thumbnail3.bmp,"[(704.0, 120.5), (1400.7, 122.7), (1031.3, 154.9), (904.6, 126.7), (1001.8, 103.0), (320.5, 117.7), (1534.0, 136.8), (505.8, 118.1), (231.0, 141.9), (1860.0, 139.2), (1239.9, 150.3), (392.9, 136.4), (556.5, 147.3), (1744.4, 154.2), (369.5, 163.0), (1508.0, 151.5), (1684.5, 158.2), (1655.2, 163.1), (1899.8, 174.9), (203.1, 180.0), (1195.9, 184.7), (307.7, 189.1), (1406.5, 198.4), (730.0, 191.0), (1452.0, 208.0), (1438.5, 210.0), (1066.6, 296.8), (722.6, 289.6), (827.6, 286.1), (1655.3, 275.6), (1834.9, 296.0), (1818.8, 293.3), (1705.4, 319.2), (219.5, 309.6), (403.1, 313.4), (1668.5, 299.6), (573.2, 352.8), (331.8, 304.8), (877.4, 318.0), (1367.9, 316.6), (1557.3, 370.1), (1866.2, 347.4), (251.3, 315.4), (1324.0, 306.0), (1202.6, 350.3), (1284.5, 327.0), (1268.6, 330.0), (1745.0, 336.5), (518.8, 372.8), (1209.3, 394.2), (364.2, 405.9), (1085.5, 440.3), (541.7, 445.9), (1711.2, 457.1), (1521.9, 484.6), (381.7, 473.2), (655.2, 453.0), (1008.4, 451.3), (1610.9, 451.6), (339.5, 455.0), (1029.3, 467.2), (1889.1, 501.8), (712.8, 489.3), (198.5, 489.1), (1208.2, 487.0), (863.4, 561.1), (1380.6, 502.7), (1264.9, 512.2), (1323.0, 508.5), (191.9, 602.4), (386.2, 622.6), (1855.9, 641.2), (691.3, 647.1), (1576.2, 635.3), (561.8, 649.7), (1067.1, 642.8), (106.3, 621.2), (1355.8, 645.4), (901.9, 646.5), (1637.9, 650.8), (232.3, 645.7), (1721.0, 683.9), (1187.8, 674.8), (994.4, 662.3), (1685.5, 657.4), (1020.5, 687.3), (1496.8, 726.5), (921.7, 749.8), (1055.0, 754.8)]"
13_thumbnail30.bmp,"[(907.9, 126.7), (1040.9, 127.1), (1872.1, 128.9), (1578.9, 145.4), (1263.8, 150.3), (242.4, 147.1), (569.1, 156.6), (538.1, 144.9), (391.1, 159.4), (682.1, 192.3), (1391.0, 199.8), (1706.6, 249.2), (188.0, 159.0), (959.7, 168.9), (437.9, 178.7), (203.5, 165.0), (1836.5, 165.5), (168.5, 179.6), (1745.3, 175.2), (1795.8, 183.8), (757.0, 206.3), (711.0, 189.0), (315.4, 192.1), (1687.0, 194.0), (1340.3, 209.4), (912.2, 238.8), (760.6, 262.9), (1881.9, 295.7), (860.0, 272.1), (1356.5, 286.7), (891.1, 297.0), (1605.8, 281.0), (204.9, 306.6), (864.0, 293.0), (1240.1, 310.8), (1550.9, 326.8), (1033.2, 320.0), (714.0, 324.7), (397.7, 325.1), (568.6, 409.5), (1381.7, 320.1), (161.0, 334.7), (1248.0, 352.0), (513.5, 362.6), (1722.7, 437.0), (1188.0, 396.5), (779.1, 416.7), (1855.3, 459.2), (708.5, 475.8), (210.6, 464.2), (1566.0, 506.6), (1210.3, 498.0), (849.8, 503.1), (231.6, 492.5), (333.5, 500.2), (1368.1, 499.4), (1012.8, 532.2), (1172.3, 490.3), (1775.0, 490.0), (1823.4, 490.9), (1797.5, 493.1), (1587.8, 503.0), (374.7, 607.2), (1715.8, 622.0), (417.0, 590.2), (1070.0, 597.4), (1400.6, 654.2), (917.2, 619.9), (578.5, 635.0), (1251.1, 660.0), (1534.9, 616.5), (866.9, 639.3), (409.0, 617.0), (104.5, 624.0), (1047.5, 631.2), (204.2, 639.7), (1573.1, 671.6), (1808.1, 676.4), (718.6, 690.2), (253.7, 658.3), (1052.9, 655.5), (986.5, 703.0), (910.3, 770.9), (1492.9, 773.2)]"
13_thumbnail31.bmp,"[(1125.5, 87.5), (1056.6, 131.7), (1873.0, 133.3), (1689.9, 126.6), (897.1, 140.4), (1799.6, 131.0), (1370.9, 146.0), (216.0, 138.8), (1548.5, 152.7), (1828.4, 139.4), (729.9, 158.9), (246.8, 144.8), (565.9, 161.7), (1849.5, 146.5), (1256.0, 191.5), (230.3, 148.8), (1700.9, 160.7), (377.8, 164.4), (698.5, 159.5), (241.8, 170.3), (532.0, 160.5), (861.0, 164.0), (343.2, 175.4), (326.5, 175.0), (1413.1, 199.2), (314.1, 186.6), (1579.1, 198.1), (433.0, 195.3), (608.6, 202.5), (1173.8, 226.5), (1222.2, 308.7), (555.1, 327.0), (1536.5, 324.7), (1398.0, 314.7), (1450.0, 309.4), (728.8, 315.7), (396.9, 318.8), (1051.5, 317.0), (1715.9, 321.5), (762.0, 309.5), (1869.9, 323.9), (220.2, 324.0), (885.0, 323.2), (1686.0, 320.0), (1289.6, 345.9), (1401.5, 342.0), (202.3, 357.7), (1028.5, 354.1), (187.5, 352.0), (1547.6, 373.4), (1182.6, 394.4), (1396.4, 449.2), (435.9, 411.4), (288.9, 432.4), (353.7, 412.8), (775.0, 420.7), (892.4, 485.1), (1064.1, 463.3), (413.4, 433.1), (1270.1, 465.4), (701.5, 492.0), (1746.6, 470.1), (566.2, 488.6), (239.3, 476.7), (389.3, 473.0), (1923.0, 462.9), (1505.5, 505.7), (1881.1, 483.3), (1838.3, 489.4), (1703.1, 496.0), (398.2, 496.4), (1589.7, 503.5), (1193.9, 620.6), (1394.5, 618.8), (1891.4, 629.5), (684.4, 627.0), (191.3, 613.0), (880.2, 655.4), (1718.4, 648.5), (1594.3, 624.5), (512.3, 630.3), (1526.7, 643.7), (106.0, 624.5), (432.0, 639.5), (1073.5, 655.8), (226.1, 658.8), (389.2, 676.0), (573.7, 666.4), (1741.3, 657.6), (1397.5, 663.7), (1017.7, 667.7), (1482.6, 773.5)]"
13_thumbnail32.bmp,"[(1247.3, 118.1), (368.9, 120.9), (1398.9, 138.6), (892.1, 133.9), (547.7, 136.1), (713.4, 143.6), (1858.3, 157.9), (230.8, 153.2), (1083.1, 155.8), (1567.9, 152.7), (384.6, 155.8), (1712.3, 164.8), (570.6, 155.9), (1537.5, 160.1), (1522.7, 179.0), (202.0, 170.5), (548.5, 176.5), (928.0, 177.0), (1350.8, 182.3), (918.0, 188.4), (1284.8, 191.0), (434.4, 195.8), (1359.0, 191.5), (1663.0, 192.0), (316.0, 192.5), (1302.3, 198.9), (528.7, 207.5), (202.0, 194.0), (1103.7, 205.3), (1852.4, 221.4), (1131.3, 230.3), (1701.4, 290.8), (1367.7, 289.9), (388.1, 290.2), (175.3, 290.3), (1553.4, 304.2), (191.2, 289.2), (891.4, 308.5), (162.0, 294.5), (563.4, 313.2), (1284.7, 312.0), (723.0, 321.9), (1234.8, 337.1), (218.9, 319.6), (1878.8, 322.7), (1066.5, 327.0), (701.6, 315.3), (1490.4, 329.3), (1713.5, 336.5), (1534.5, 448.8), (354.0, 413.5), (774.4, 421.1), (1698.5, 462.9), (556.7, 483.1), (977.6, 439.9), (678.5, 449.8), (1853.4, 443.3), (1336.4, 474.3), (995.0, 457.1), (1865.6, 488.3), (1013.5, 464.8), (666.0, 464.6), (397.1, 488.6), (732.0, 481.9), (897.9, 495.6), (1038.2, 485.7), (229.1, 497.5), (852.0, 492.0), (1583.4, 502.7), (1191.7, 538.9), (277.6, 548.7), (464.0, 533.0), (756.2, 618.5), (1302.1, 636.0), (577.3, 636.6), (262.0, 627.6), (1055.9, 640.1), (1569.6, 658.1), (1697.9, 640.6), (1835.0, 641.6), (106.5, 624.0), (896.9, 649.3), (365.9, 662.4), (542.0, 651.9), (215.9, 659.4), (1216.3, 663.2), (909.0, 762.9), (1482.4, 773.5)]"
13_thumbnail33.bmp,"[(903.4, 137.8), (1858.4, 128.7), (1361.8, 132.5), (1701.9, 149.9), (1960.0, 142.5), (1944.2, 144.2), (406.9, 179.7), (1274.6, 140.6), (209.9, 156.4), (723.5, 183.1), (1734.2, 154.5), (1930.6, 150.5), (1389.9, 161.5), (1887.2, 162.0), (558.3, 162.6), (1037.5, 189.3), (1210.3, 191.5), (1515.1, 213.4), (168.5, 171.3), (1446.8, 168.9), (360.1, 181.2), (241.4, 204.6), (170.5, 190.5), (316.1, 193.7), (332.8, 201.6), (346.4, 199.0), (1578.3, 202.2), (1814.3, 271.9), (1544.3, 339.1), (547.4, 319.2), (882.5, 316.4), (1875.7, 325.7), (1407.1, 325.5), (1051.0, 322.3), (1673.1, 350.0), (710.7, 325.8), (1201.2, 329.7), (226.0, 326.5), (346.6, 359.7), (733.3, 349.4), (1360.1, 369.7), (755.3, 366.7), (1907.3, 374.3), (531.6, 385.4), (1181.5, 395.0), (772.9, 419.0), (889.6, 480.7), (367.0, 448.0), (343.2, 488.0), (720.3, 479.2), (1365.9, 481.1), (1211.9, 484.9), (1872.9, 489.5), (1516.7, 471.2), (1014.5, 509.3), (1640.2, 484.4), (220.3, 498.5), (553.8, 482.8), (483.2, 496.8), (1500.6, 513.9), (1686.0, 515.9), (164.5, 496.3), (1056.6, 499.2), (1591.2, 505.1), (545.8, 505.6), (915.9, 506.2), (250.3, 528.1), (221.2, 614.9), (548.5, 613.3), (679.5, 612.3), (1050.1, 641.8), (382.6, 639.9), (164.4, 629.0), (866.4, 644.6), (1540.6, 643.7), (105.0, 624.5), (1202.7, 660.3), (1363.9, 687.2), (1824.5, 659.1), (1730.1, 670.8), (1692.7, 694.7), (1685.5, 720.8), (909.6, 763.4), (1481.0, 773.0)]"
13_thumbnail34.bmp,"[(415.8, 135.1), (1186.5, 154.6), (740.3, 152.4), (1890.5, 145.2), (271.0, 140.9), (1591.8, 172.1), (1706.1, 150.1), (1384.8, 157.7), (890.0, 168.7), (1047.4, 144.7), (551.6, 159.9), (224.4, 160.9), (1089.9, 182.8), (1045.4, 167.9), (407.5, 167.5), (806.0, 172.5), (956.4, 195.2), (432.9, 195.2), (316.4, 193.6), (234.1, 202.9), (1685.2, 213.3), (1886.6, 228.7), (255.5, 209.2), (1388.4, 230.1), (339.7, 257.8), (1382.3, 301.5), (749.8, 295.6), (1198.5, 272.4), (1555.8, 311.5), (1208.0, 306.4), (1046.8, 318.8), (909.9, 311.5), (368.8, 305.9), (1884.5, 318.5), (223.8, 319.4), (574.6, 327.1), (1711.4, 401.2), (857.8, 334.3), (531.0, 337.0), (1493.3, 340.5), (1833.3, 382.9), (1691.0, 345.5), (549.6, 436.2), (1182.0, 395.0), (384.2, 443.7), (213.2, 460.0), (773.6, 419.2), (1536.4, 455.1), (1043.9, 463.4), (1401.8, 463.9), (1869.1, 490.5), (716.5, 487.4), (1225.7, 487.8), (898.8, 497.7), (1381.6, 491.6), (564.6, 490.7), (1591.7, 505.1), (1867.1, 609.6), (251.0, 590.2), (898.4, 635.1), (769.8, 603.1), (1734.1, 657.1), (588.4, 643.0), (1213.7, 645.0), (403.7, 650.4), (1068.8, 653.6), (1358.2, 649.1), (1563.9, 653.1), (261.2, 644.9), (708.2, 645.0), (734.1, 656.1), (311.1, 669.9), (1224.5, 670.6), (907.0, 765.5), (1482.0, 773.6)]"
13_thumbnail4.bmp,"[(519.3, 397.7), (1734.1, 416.0), (199.9, 402.8), (404.5, 413.0), (1868.3, 418.6), (682.6, 448.2), (1267.9, 395.5), (1534.4, 427.1), (1350.0, 423.2), (841.6, 427.4), (1227.3, 425.0), (1052.4, 432.1), (308.7, 440.0), (1163.0, 437.5), (357.7, 432.9), (201.0, 439.0), (863.5, 452.8), (555.2, 470.9), (229.5, 571.5), (1583.1, 555.3), (801.3, 587.0), (556.1, 560.8), (1343.8, 574.5), (1893.5, 576.2), (422.1, 570.9), (1016.0, 590.6), (1209.9, 595.2), (1712.1, 594.9), (370.5, 584.5), (1029.0, 609.0), (1747.9, 631.4), (1163.5, 632.7), (518.2, 636.3), (1854.7, 639.7), (419.6, 673.0), (1208.8, 658.2), (718.1, 708.0), (216.3, 715.9), (364.5, 670.2), (532.9, 730.3), (1351.9, 733.7), (1317.9, 710.6), (1612.2, 713.2), (1062.4, 749.1), (1916.1, 742.0), (925.0, 744.9), (398.5, 727.5), (385.7, 758.1), (1551.9, 757.5), (1480.7, 749.8), (1199.9, 760.2), (1730.0, 789.0), (1166.2, 763.2), (1495.9, 773.4), (1890.7, 795.7), (216.6, 896.3), (536.5, 889.9), (753.7, 888.3), (1377.2, 865.5), (847.7, 911.5), (1845.8, 885.4), (1732.3, 934.2), (352.5, 933.0), (105.7, 886.2), (1157.9, 925.5), (1075.5, 907.7), (1026.4, 897.3), (1873.2, 915.1), (1397.9, 917.9), (1573.7, 940.7), (1932.6, 935.1), (1019.8, 951.0), (1544.4, 986.9), (1497.1, 987.3), (927.8, 1019.9), (1054.8, 1018.8)]"
13_thumbnail5.bmp,"[(1049.5, 417.8), (1853.7, 430.5), (1216.3, 438.9), (1557.5, 438.1), (1268.1, 423.4), (720.6, 438.5), (325.2, 434.3), (398.8, 454.1), (541.8, 446.4), (911.8, 453.0), (1372.2, 453.6), (262.7, 464.2), (353.5, 440.0), (1709.3, 452.0), (565.5, 464.0), (668.0, 458.5), (1029.1, 472.7), (1679.9, 489.2), (1522.2, 484.9), (1817.1, 491.2), (885.5, 494.6), (1799.6, 496.7), (235.0, 498.5), (1667.2, 513.9), (215.0, 517.0), (790.6, 573.1), (831.1, 581.3), (777.3, 578.9), (730.2, 593.6), (214.7, 609.9), (541.6, 621.7), (891.4, 618.6), (366.1, 641.7), (1203.5, 622.9), (1701.3, 626.6), (1142.5, 611.8), (1891.4, 622.9), (1050.3, 622.4), (1162.6, 616.2), (1533.0, 651.3), (1858.6, 625.3), (1378.0, 630.7), (1742.5, 638.5), (257.9, 649.4), (1670.0, 639.0), (1085.3, 652.2), (1656.4, 662.5), (1384.0, 685.6), (1909.0, 656.0), (1208.7, 687.0), (365.4, 698.6), (698.5, 763.7), (254.2, 731.2), (1191.9, 769.2), (1883.8, 759.7), (1571.0, 764.2), (993.3, 754.9), (216.3, 774.7), (1732.0, 813.7), (334.2, 760.4), (393.9, 779.3), (1042.7, 793.5), (550.4, 800.3), (1397.6, 808.3), (870.7, 827.9), (1495.3, 801.7), (565.1, 853.4), (211.9, 922.5), (856.4, 927.8), (106.1, 915.8), (742.8, 965.5), (1556.8, 943.3), (1057.7, 964.1), (1894.6, 979.5), (533.4, 960.7), (422.6, 956.5), (1744.2, 970.0), (1222.0, 975.2), (1400.8, 954.0), (1348.3, 982.7), (1020.1, 979.4), (1498.8, 1014.5), (927.7, 1048.1), (1054.7, 1046.7)]"
13_thumbnail6.bmp,"[(1528.0, 375.8), (1210.0, 335.5), (545.0, 382.1), (1379.7, 379.8), (1335.5, 354.2), (497.0, 349.0), (1226.2, 384.3), (1260.5, 376.2), (1865.2, 390.6), (1704.2, 409.6), (876.7, 408.5), (853.6, 392.4), (435.2, 437.8), (220.4, 401.4), (1894.5, 401.1), (1047.6, 456.1), (656.6, 421.1), (191.2, 444.6), (721.9, 469.9), (235.6, 419.5), (1488.5, 429.9), (602.0, 419.0), (307.6, 439.6), (1854.0, 438.0), (922.2, 475.9), (1844.5, 452.0), (885.3, 525.3), (1679.7, 553.1), (1540.4, 545.6), (1001.3, 513.6), (1173.8, 542.2), (1397.2, 587.8), (1056.5, 540.9), (713.9, 572.7), (217.4, 572.2), (1159.5, 575.5), (400.6, 583.5), (161.0, 574.2), (1855.6, 584.8), (1887.8, 572.6), (581.6, 617.8), (808.0, 576.9), (824.5, 575.5), (841.5, 579.0), (1147.5, 583.5), (469.3, 613.5), (692.2, 634.6), (374.2, 623.3), (519.0, 623.4), (363.6, 650.6), (1531.1, 699.4), (1210.0, 645.8), (1371.7, 721.6), (1049.7, 716.9), (1696.7, 718.3), (324.2, 707.9), (1615.5, 701.5), (216.8, 715.0), (1244.0, 730.6), (902.0, 733.2), (525.7, 773.5), (348.2, 725.1), (696.4, 768.1), (380.6, 790.5), (196.9, 762.4), (1903.0, 781.4), (1204.2, 753.6), (1497.2, 760.0), (1859.1, 839.9), (735.9, 811.1), (479.0, 774.5), (219.3, 867.6), (900.7, 876.3), (1073.8, 878.3), (1703.9, 886.6), (1371.9, 902.1), (1218.2, 885.4), (346.4, 880.1), (107.2, 872.4), (1555.9, 905.3), (697.3, 926.5), (410.7, 900.4), (551.2, 939.5), (1887.2, 901.7), (1020.7, 938.0), (1498.1, 974.5), (928.1, 1007.0), (1054.6, 1006.0)]"
13_thumbnail7.bmp,"[(377.9, 441.7), (1385.4, 432.1), (721.6, 434.4), (211.1, 441.7), (1239.3, 440.1), (1747.4, 443.0), (1544.0, 416.0), (1535.6, 448.0), (883.2, 455.7), (1851.7, 456.4), (543.4, 451.4), (1058.0, 453.9), (564.3, 450.4), (239.8, 470.8), (1398.5, 499.3), (576.0, 555.5), (1188.9, 484.9), (1873.0, 479.0), (316.6, 493.6), (1888.0, 527.6), (1718.6, 503.9), (914.1, 600.8), (406.3, 597.4), (722.3, 617.6), (1034.5, 635.9), (332.0, 596.5), (1530.5, 648.2), (1211.3, 618.7), (242.7, 620.2), (349.7, 609.5), (1722.5, 645.9), (1380.2, 631.9), (1893.8, 637.5), (1962.3, 637.4), (528.7, 632.7), (1338.9, 647.8), (518.1, 675.2), (725.7, 672.1), (1933.8, 709.4), (1209.0, 695.6), (366.4, 709.1), (509.0, 736.8), (1371.2, 768.2), (342.7, 748.5), (835.4, 813.6), (570.0, 772.0), (1611.3, 751.8), (379.1, 779.7), (1536.9, 810.2), (1047.6, 797.7), (1714.0, 810.4), (721.2, 804.3), (1155.5, 787.2), (239.0, 784.1), (1248.8, 794.2), (1841.5, 809.1), (200.7, 803.5), (1499.5, 812.1), (711.5, 949.9), (1059.4, 924.9), (411.3, 925.0), (1393.6, 954.1), (544.4, 938.9), (1541.2, 921.0), (106.3, 924.9), (1684.3, 970.7), (943.7, 949.5), (1217.5, 959.3), (1875.8, 967.6), (886.4, 955.1), (841.3, 957.3), (1556.1, 978.3), (245.8, 985.0), (1019.8, 990.0), (1496.2, 1025.0), (1636.0, 1042.0), (928.2, 1058.8), (1054.4, 1057.5)]"
